Sentiment,
positive,Many will leave BJP and join TDP.
negative,"Very carefully you've not mentioned who did this! Please protect didi and her Tmc goons! God forbid, If BJP h"
positive,BJP ki taraf si toh milthe hai...
negative,years of Modi government Poll checks public mood - The Economic Times
negative, per cent believe Modi government on track to deliver its promises LocalCircles Survey
positive,I hear BJP gan..dus praising PVNR now.
positive,"off course,once BJP in power these sanghis will go back to their homes towns &amp; create mini sili"
positive,PM Modi's quotes via NMApp
positive,"Where is your gang; the award wapasi, left, CONgi, pseudo intellectual and other parasites? They o"
positive,"Thank you very much from the bottom of heart of daman diu and DNH, PM Narendra Modi ji who is providing the medical"
positive,So the so called farzi nationalist of bjp are settling their ilegal empire on it
positive,I am heartily thankful to our hounarable PM Narendra Modi ji to boost health and medical education in daman diu and
positive, Take action. Modi &amp; Co have been speaking &amp; only speaking. They are too useless &amp; incompetent or have no
negative,"It's trends of Modi government, foreign minister is Sushma Swaraj but mostly foreign tour done by"
positive,"I bet citizens of AP, who were angry on BJP for not giving special status, must be saying ""Allah"".."
positive,"Thank you very much from the bottom of heart of daman diu and DNH, PM Narendra Modi ji who is providing the medical"
positive, Modi and BJP run - they have no time or money for farmers - they just work for rich businessmen. Dear
positive,BJP National President shree Amit Shah ji.
positive,This is Cong partys Nawaz Sharif moment BJP
negative,And BJP national VP and Prabhari A
positive," On being identified, BJP supporter Sujit Kumar Das, was slapped by Minister Rabindra Nath Ghosh"
positive, Another first for Modi!
positive," For example, ""Kaanta Lagane Wale Bahut upset Hain Modi se aajkal Banaras mein."
positive,Rahul fobia ? Is it really exist ? Don't u know the freedom of eression or its only mat
positive,"Overheard breakfast ""Sources in the BJP inform me there's widespread panic about the election results in Malaysia."""
positive,For yrs u waited for Modi-govt to tow ur tows out of ur dozen abusing/threatening tweets but Alas! Ur trail of tri
positive, Saying PC a Sharif of India means Dosti of PM Modi with PakiSharif will continue.
positive,"You are jealous that Modi Ji is not ruthless like Osama Bin Laden, against his dissenters. Keep prov $NUMBER$"
negative, The Congress ecosystem tried to malign the great artwork of Karan Acharya from Mangaluru whose Hanuman portrait has captur
positive,"  On being identified, BJP supporter Sujit Kumar Das, was slapped by Minister Rabindra Nath Ghosh (in purple kur"
negative,BJP will not form a government
positive,"Jabse JDU , BJP ke saath aayi hai...."
positive,To all liberals celebrating bjp supporters being beaten in bengal u will be next if u even dream about voting out tmc
positive," On being identified, BJP supporter Sujit Kumar Das, was slapped by Minister Rabindra Nath Ghosh"
positive,"its in west Bengal, therefore he was at least caught. any BJP ruled state...it wouldn't even be a news."
positive,Thank you so much pm Narendra modi for the medical college in daman and diu (DNH)
positive,BJP candidate Sriramulu worships cow before voting
negative,Thank you pm Narendra Modi for giving the new chance to study in the medical college
negative, A majority % people in an online survey say they are satisfied with Modi govt after yrs. Surgical strikes of have
positive, Wonderful job done . But when BJP will take action on Dacoits who has looted our White TAX PAID Money ? Four
positive," In fact , Rahul deserves such praise as he is cool &amp; calm man. He has all the qu"
positive, BJP member arrested for putting up ISIS posters in Assam.
negative,"A year back, member of BJP IT Cell was arrested in Madhya Pr"
positive,Situation of Modi:
negative, Blaming the RSS for /11 was a well crafted strategy of the Congress party to create a spectre of Hindu terror with an ey
negative,Wow this one tweet is proof enough to vote back Modi ji in
negative,"One channel aired its two exit polls for , one showing BJP ahead and the other Congress."
positive,Thanks to PM Narendra Modi for the gift of Medical College to our U.Ts D&amp;NH and Daman and dui. $NUMBER$
negative, RT vijayrupanibjp Amazed to see the enthusiasm of the people associated with - a month long sta
positive,  BJP worker arrested for shouting at poll officials &amp; creating ruckus at polling booth in . https:/
positive,Yes I am bhakt of bjp because I respect nationalism above any thing
positive,Such a wet moment for liberal media. Thrashing BJP ppl. Its like their fantasy came true. Hail Bengal's Gunda Didi!
positive,"In fact , Rahul deserves such praise as he is cool &amp; calm man. He has all t $NUMBER$"
positive,I am heartily thankful to our hounarable PM Narendra Modi ji to boost health and medical education in daman diu and
positive,Modi is a fascist leader.
negative,"Every time the BJP wins an election, the zealots at large become even more aggressive on the ground and the RSS mo"
positive, speculations holds no water and this can be seen as another gimmick by BJP to influence Rajasthan and MP voters well I think
positive,Shameful that BJP entertains these selfish politicians. Casting aspersions on Indian Army which is waging a battle
positive,Modi goes to Japan and visits a Buddhist temple. No problem. He goes to Nepal and visits a Hindu tem $NUMBER$
negative," 'I don't want an Islamophobic BJP government in the Centre or state,' says this young voter https://t.c"
positive,"Thank you very much from the bottom of heart of daman diu and DNH, PM Narendra Modi ji who is providing the medical"
positive,Rahul Gandhis classy taunt on Modi. Sidesplitting really!!
negative,Did you report when BJP and left candidates were beaten during the panchayat elections? Payback time
positive,Video Of BJP-Congress Workers Attacks Each Other Near Poll Booth In Gadag Has Emerged
positive, So refreshing to see a BJP president having the guts to speak against Chidambaram. Hope it doesn't remain an election rhetoric
positive,"I think is better, She is biased she made big issue when KCR is slip of tongue on Modi but not eve"
positive," assembly bypoll Triangular contest between LDF,UDF, BJP"
positive,Congratulations on your succes
positive,I am heartily thankful to our hounarable PM Narendra Modi ji to boost health and medical education in daman diu and $NUMBER$c
positive,please do these article because modi ji stopped taking journalis
negative,Plz vote for BJP . Throw Jihadi didi out of Bengal
negative,I AM SORRY TO SAY! govt become a big tension for Indian now. We voted for good &amp; cleanup the congress
negative,BJP unable to find Rajasthan chief as no one wants to be a scapegoat Sachin Pilot - via
positive, - Trinamool Minister' Rabindranath Ghosh slaps BJP worker
positive,. feeling embrassed aftr eed Modi-NawajSh
negative, Watch BJP trying to win in
positive,I will give the same logic if any BJP worker dies in WB. Those who live by sword chased by sword.
negative,"On the other hand, *central* and *state* intelligence reports apparently put Congress $NUMBER$ seats ahead of BJP. Bo"
negative,"Bjp is full of spokes person, no minister at all"
positive,"BJP workers are being killed, intimidated, beaten, bombs are being hurled in West Bengal. Home Minister is sitting"
positive,The bjp leader Mr neeraj Singh promote a beti bachao mission by a documentary film beti bachao b
positive,All u members ..Bhakts and cheer leaders of bjp. A tea seller became a PM of india under rule.
positive,Was it PM Modi's Brain Child for Keep India Clean. I am
positive,Congratulations.. it's future of our children.
negative,"years of Modi govt Survey says popularity down but per cent satisfied, communalism majorconcern"
negative,There is no reason to hate modi
positive,Request Modi Government to deport these piece oh shits along with her.
positive,It does not suit you as these broadly show BJP winning
positive,"Action was taken against him by ED under BJP govt, INC mein actio"
positive,Modi gussa is only dakosla to hide his weaknesses as he has failed to deliv
positive," Your hard work and effort have paid off! A success well deserved, an occasion worth celebrating! Congratulations..."
positive,Long-Term Stagnation In Uttar Pradesh Is Modi's Biggest Challenge Ahead Of
positive, EC rubbishes Congress' allegation of EVM registering only BJP Votes
positive,"Hahaha, bhai brace yourself, BJP is going to be there till ...keep your ammunitions intact for next"
negative,Thank you very much to PM Shri Narendra Modi for sanctioning a medical college for the people of DD &amp; DNH D
negative,",Bjp is is already win Bsy is cm"
positive,You are not a person of general prudence. Modi ji won't react. Bhakts like me are testing your status to
positive,Well yes. Kaur is nowhere compared to Modi.
positive,Mr. Prime Minister Modi.
positive, French newspaper Le Monde refuses to run Narendra Modi's interview u
negative, arnab da dad is very bjp rss leader $NUMBER$
positive, Shameful that BJP entertains these selfish politicians. Casting aspersions on Indian Army which is waging a battle in Kashmir
negative,And the media terms PM Modi as dictator. democracy is under threat etc but hails Mamata banerjee under whom ppl are d
negative," PM Modi goes all out to win hearts, Nepal foreign minister says ties at new high"
negative,No one care about women safety in Delhi. BJP Congress r doing bad politics w
positive,I am heartily thankful to our hounarable PM Narendra Modi ji to boost health and medical education in daman diu and
positive,Mamta Banerjee is all that is Modi
negative,"...and she wants to lead fight against Modi ...congress, AAP c"
negative,BJP politicians are afraid of media and also incredibly dumb. A smarter minister would have
positive,"It's on eected line, and sold their politics in Mamta feet to defeat fascist Modi?"
positive, BJP is decentralising corruption Jyotiraditya Scindia
negative,"years of Modi govt Survey says popularity down but per cent satisfied, communalism majorconcern"
negative," So it's not the crude oil which determines the fuel prices in India, it's the BJP government who hikes it. If they can pause"
positive,We have massive class apart comparison between BJP and CONGRESS BJP style of start up is Pakoda S u
positive,Thank you shri Narendra modi ji....... Now our daman students can also be doctors in our own state.......
positive,I am heartly thankful to PM shri Narendra Modi ji for approval of medical college in daman diu and DNH which is the
positive,Very very thanks to our greatPM Shri narendramodi ji our Hon'ble Administrator Shri Praful K Patel and the entire c
positive,"wasnt police also defending the Unnao BJP MLA, how credible is police these days?"
positive,India not safe in BJPs hands as nation cannot be built on divides Shashi Tharoor via
negative,This tweet is helping drive a lot of calls and emails to Congress at a crucial moment ahead of the vote. Every RT hel s
negative, If you want Maxine Waters out of Congress and in retirement. Donate to the campaign at and mak
positive," Truly Said, Congress, Pakistan, Ghadhis, Media, Fake NGO can't find fault in Modi so they Tarnish the image of My Hindustan,"
negative, WHY is our country now dependent on to hold our Congress and President accountable? Whyte
positive, Please RT and keep on RT so pressure on our Congress moves them into action.
negative, Congress to stand with all the families who have lost their dear ones in the ThunderStorm https://
positive,Congress and Pakistan are walking straight into a trap.n.
positive," There is a non-bailable warrant against RR Nagar Congress MLA, Munirathna, in the fake voter ID case. But he's present at s"
positive,. Win in Karnataka for BJP might mean G
negative,"May th is primary day. Please vote Scott Uehlinger for Congress, PA . Scott is a Trum"
positive, The great Congress IT cell head and great FOS champion skip from casting their votes.
negative, He did a lot of harm to Vietnam veterans while in Congress. I never understood why
positive," Now, in the light of the confession by Sharif, RSS &amp; India not only deserves an apology from congress leaders with fog?"
positive, India not safe in BJPs hands as nation cannot be built on divides Shashi Tharoor
positive," Even as you have your Sunday brunch, think whether you've felt, for even a moment, that Congress is not that bad.. Usean"
positive,says intelligence report of state and centre indicates congress simple majority
positive,Congress aims to force Pentagon reform on open burning of munitions Getty/icho.. via
positive,How could he ensure else people verdicts are upon congress nearly per compare to bjp per? By project
positive,These are Facts &amp; Figures which Congress Senior Leader can't deny upon.
negative," What happened to Congress? There was a time when more than % of Congressmen declined to seek re-election. Now, it isll"
positive, Congress Ecosystem helping Congress to protect the corrupt FM and make the corrupt CM a hero inspite of writing on wall. PC c
positive, Post Congress Depression struck me hard already. Instant wish to quit both my jobs at university and do awesome stuff full
positive," Omg. After H-K, Deccan Chronicle, Cong mouthoiece says BJP likely to sweep coastal karnataka. https:// $"
positive, Rahul's leadership depends on stupid thick-headedness
positive, Rahul - I am proud of you. This is the treatment Indian nationals deservrt
negative,"Congress ko vote doge, to Rahul"
positive,Keep Gaddar away from the party so congress once again come in the power.
positive,Anand Mishra b/o Late Sarla Mishra( congress leader M.Pll
positive,Minirity voting has been lower? Deccan Chronicle says it may hurt Cong big time as M voted less than % in charged
negative, we eed and Congress favorite Aziz Burney who authored /11 RSS conspiracy within a week of its pub s
negative,  Congress did nothing in years.
negative, Congress did nothing in years.
positive,"Lets Talk Elections, with Benito Benny Bernal running for the US Congress representing The th"
positive, Congress Wool for Future Markets opens with a theatrical start in Hong Kong
negative, Congress will win + seats in Karnataka
positive, The internet is essential to marginalized communities. Congress must fight back against the and go on for
positive, Karnataka will b Saffronised on May !!
negative,Pappu will b in search of new massage Destination!!
positive," Now, in the light of the confession by Sharif, RSS &amp; India not only deserves an apology from congress leaders with fold"
positive, By executive order the President should demand the release of a list of every member of Congress who ever used taayn. M
negative," Sorry media and Congress Pidis. When was the last time out of exit polls picked the wrong winner? You know it, we k"
positive,) Apologize to whom? To the same congress that approll
positive," After subjugating and/or weakening Congress, the AFP, PNP, CHR, COMELEC, and the Media, the Supreme Court and Constitst"
positive, Vendetta politics will increase. Half the bogus cases against Congress leaders will be back to divert attentioce
positive, They Can't Even Manage A Marriage Ceremony And Dreaming To Manage Entire Country By Extending Support To Rahul Gandhi. Ju
negative,"Congress and BJP"" both parties are ruling since long time. But any party can't bring atmosphere li.."
positive, No more congress gunda raj So feeling discomfo s
positive, Sad thing is that even an exit poll agency is held to a higher standard of performance than Rahul Gandhi.
positive,Congress is even less confident of a clear majority after exit polls.
positive,Has Chidambaram left congress?
positive,After filing charge sheet against P.Chidambaram of congress in huge immovable assets in abroad by Income tax depart
negative,Fake account. Probably good old pappu trying to extract some revenge on Shehzad.
positive, Arrange King Al Saud To Finance And Operate The Border Wall; Forty Years Of Tolls As Compensation? FUCK CONGRESS; CHEll
negative," hints at role in /11 attacks Though , author of the book, /11 RSS ki Saazish? has ap"
positive,Oyo APC LG Congress Now HoldsSunday via Thisdng
positive," Omg. After H-K, Deccan Chronicle, Cong mouthoiece says BJP likely to sweep coastal karnataka. https:// ."
positive,Congress just adjourned for weeks.
positive,the way u are tweeting against BJP and NARENDRA MODI it seems that Rahul Gandhi is the producer of ur next movie
positive, Planned Parenthood donated more money to Congress in one election than the NRA has since s
positive, May release that faster than Congress slushfund list of sexual abusers.
positive," Sanjay Patil, BJP candidate from Belagavi rural. Listen to him lambasting Rahul Gandhi for disrespecting Vishveshwaraiah and V"
positive,"Dear Modiji, i am herewith enclosing my prediction for bjp prospects in karnataka based on my calculation. pls ack."
positive," Honourable knows Modi always sides with Corrupts like Nirav Modi, Mehul Bhai etc and have no hopes from him, ll"
positive,Lets start with Congress! Gina Haspel is well qualified women for CIA director but Congre $NUMBER$
positive,"Me, too. And that there were a whole lot more mothers in Congress."
positive," Which is why I think Congress members like Maxine Waters, Elizabeth Waren, Nancy Polesi and Kamala Harris who have been"
negative,In such case as party Congress have existence in all states of India but do u a $NUMBER$
negative, Will you for vote Rahul Gandhi as PM?ss
positive, dies June thending the Internet as we know itunless Congress passes the CRA resolution blocking the
positive,Didnt know Constable Ombale was a Congresswoman? Who amongst congress leaders urged him to throw himself on Kashi
negative, When did Rajdeep say Cong sweeping city? D
positive,"In Pappu Party, Pappu is never blamed for defeats, for that a minion is sacrificed."
positive,He was the main campaigner for Congress in Karnataka!!
negative, I appeal to all office bearers &amp; workers of the Congress party in Karnataka to provide all possible assistance to those af
positive, This is a horrible idea and every member of Congress associated with it should lose next election.
positive,"Ayyo, the complaint is not about his leading BJP but about his Congress past. Leaders with Congress paOU"
negative, Congress party must apologise to Nation who blaming RSS is involvement
positive,"Definitely under congress, where u can marry beautiful, independent"
positive,Michael Avenatti is doing Congress job for them. I wish he accepted Paypal.
positive, Congress is all set to make Indi
positive,"Is this administration/Congress purposefully destroying us back down to Third World country, with no"
positive, MUSLIM BODY SEEKS VOTES FOR CONG
positive, Was Sunanda safe in Congi's hand ? She died a natural death as per Tharoor only but a Congi who himself couldn't kee
positive, Live on at pm on whether Rahul Gandhi will pass the when it comes to - Rahul j
positive," A rioter, a criminal, a thug, a female actor and a corrupt CA these are the top of the BJP and a CM candidate who has been ja"
positive," Omg. After H-K, Deccan Chronicle, Cong mouthoiece says BJP likely to sweep coastal karnataka. https://t."
positive,Congressional challengers use bill backed by drug companies against incumbents
positive,You blamed the Congress for abandoning Shaheed Bhagat Singh.
positive,It is a complete disgrace that congress would even entertain testimony from a terrorist! Shameful!
negative, While Congress debates whether climate change is real. It is having real and deadly consequences now and its devastati s
negative," This is who I want to stand with in Congress. , you are a legend."
positive, An excellent meeting of Congress family of Puri DCC addressed by AICC Secretary Garu and Odisha PCC W
positive, Minirity voting has been lower? Deccan Chronicle says it may hurt Cong big time as M voted less than % in charged coastal kar
positive, This so reminds me of Rahul Gandhi vs Narendra Modi. $NUMBER$c
positive, I bet a higher percentage of Congress would fail a drug test than those on assistance.
positive," ""Prime Minister Rahul Gandhi should initiate an investigation against Mr. P Chidambram by ordering CBI"" ~ Defence Minll"
positive, Delhi Leaders and workers of Congress staged protest against CM Arvind Kejriwal &amp; Aam Aadmi Party alleging scam in CCTV Camera pr
positive, Modi's critic Kashmiri Muslim comes out in defence of Modi's Mother when A Hindu critic writes something derogatory a
positive, I want to ask our opponents and the Congress whose senior party leaders have launched a book that /11 attack was an RSS conspiR$
negative, One more thought on this Tweet - the founding fathers did not anticipate spineless blobs of protoplasm in congress like McCon
positive,Its not country but congress is not safe either in Modi's Hands or Rahul's Hanpa
negative,Congress OKs sex-trafficking bill that critics say will censor the Internet $NUMBER$
positive," Without action from Congress, net neutrality is set to end on June ."
positive,Will congress utter any single statement for corruption charges on PC?
positive, One of the Most Hard worker for Congress Party Bhai Aman Ahmad from Firozpur Jhirka constituency
positive,With the Congress not being shown favourably you would not like it
positive,"Cong only alternative in state and Centre, says Hooda junior"
positive, Deccan Chronicle is Cong mouthpiece and is saying even cong leaders on ground say reddy brothers played power politics and took
positive," In , a book named26/11  RSS ki Sazishwas released by Digvijay Singh. The book claims the RSS &amp; BJP are behind /ll"
positive, They can get civil society to sit on dharna at Ramleela Maidan to force Prime Minister Rahul Gandhis hand on this. https:
positive," Honourable knows Modi always sides with Corrupts like Nirav Modi, Mehul Bhai etc and have no hopes from him, so"
negative,Congress party will not in govt for sure.
positive," . Congress (past, present, &amp; future) participates in Social Security. All funds in the Congressional retirement fund move"
positive,"The First President of India, Past President Congress Party"
positive, Vote for Trinamool Congress candidates in the Panchayat elections.
positive," Big sermons on propriety and lessons on democracy by campaigning against Hindus and their culture,eect too much from other"
positive," Ever wonder why ""We Don't Say His Name"" gushed praises for Huma...While smearing those in Congress that dared q"
negative, u ppl have any shame? CONgress leaders was busy labelling /11 was RSS ki sazish &amp; now some moron come out and giving gy
positive," rd International Congress on Medieval Studies attendance total ,623"
positive,Yes &amp; NDTV must be praying they are wrong this time so that Congress gets to form Govt otherwise &amp;
positive, Congress leader said that Prime Minister Narendra Modi visited at Nepals temples just to influence voter
positive," I won't remain neutral when a political party is working against my language/identity, if that makes me cong supporter so"
positive,Now Sacrificing Congress for her Son
positive, No more congress gunda raj So feeling discomfort
negative, What about RSS link on /11 terrorist attack. ?
positive,Don't spread fake propaganda again RSS &amp; Hindus.
positive,"Apparently is running for congress, and this is the funniest thing I've read all weeki"
negative, The NSC spying on White House staff to facilitate a political purge is a new level of crazy. Congress needs to figure out n:
positive,I am praying daily for Congress to win the karnataka election I am Victor a close friend
positive, $NUMBER$ INR Looted by only one leader of Congress. Imagine What amount all leaders of Congress have looted.
positive,No Sir..Then India is not safe in either Congress hands. Nation cant be allowed to loot by
positive," residents please consider voting for me, your endorsed candidate for US Congress. And then please make sure yo"
positive,Earlier u were in Anti Congress group with BJP now u r in anti BJP group with Congress...... Do u h
negative,. Congress will no longer vote themselves
positive," This is how Modi &amp; Yeddy are getting ""Reddy"" to loot Karnataka. Fortunately, the people of Karnataka will not let that hap"
positive, Profits will pour in as long as he is in office and Members of Congress refuse to divest their holdings in drug and medical dev
positive," Even as you have your Sunday brunch, think whether you've felt, for even a moment, that Congress is not that bad.. Use t"
positive,Batteground Karnataka- Shekhar Iyer Deccan Herald Exit Polls Indicate Congress Not Coming Back With a Majority
positive,Anchor attacks Rahul for losing all elections one after the other.
negative, Why not eedite the matter?Vacate the LS and hand over the govt to the Congress.Then see what Rahul Gandhi can and will  s
positive, DPCC President Shri. addresses the Media after Delhi Congress Massive Workers Candle March against CCTV Scam Of Ke
positive," Ever wonder why ""We Don't Say His Name"" gushed praises for Huma...While smearing those in Congress that daredns"
positive, Congressional challengers use bill backed by drug companies against incumbents C s
positive, By executive order the President should demand the release of a list of every member of Congress who ever used taayer
negative,Italian Meatballs where brilliantly nakeds media stooges congis n chinese gandhis n assures there is n
positive,"Probably why % of congress, inclu"
positive, TAKE ACTION! Tell Congress to Pass the Local FARMS Act!
positive, Nothing can be more confusing than watching the Karnataka exit poll predictions on English news channels
positive,Congress just adjourned for weeks.o.
positive," Karnataka Congress has handed over Bengaluru to an infamous trio, which excels in corruption, looting, land grabbing and"
positive, These are the five evils Congress and its culture have broughll
negative, Italian Meatballs where brilliantly nakeds media stooges congis n chinese gandhis n assures there is nothing tet.
positive,"He used to make deals and buy without money, sir congress has a budget that comes from Tax payers not loans fr $NUMBER$c"
positive,Apply Maximum Pressure on Congress for Key Confirmations
positive, More than nos of BJD and Congress youth workers joined Bharatiya Janata Party (BJP) at in my presence.welcome
positive, I introduced an amendment requiring the White House to tell Congress how it'll protect against foreign influence online be
negative, BJP asks Congress President whether he will investigate 's foreign assets.
positive, The great Congress IT cell head Ramya and great FoS champion Prakash Raj skip from casting their votes!ll
positive,"Political Podcast How is it that all of congress, the president, and EVERYBODY take so long to push this bill thro"
positive,Battleground Karnataka- Neerja Chowdhury One Exit Poll Predicting a Congress Majority
positive,Never forget the day when these Congr
positive, I bet a higher percentage of Congress would fail a drug test than those on assistancBI
positive,They forget to change PM Rahul Gandhi's picture with CM Siddaramaiah...LOL
positive,"India not safe in Congress' hands as the nation cannot be built on the shoulders of thieves, or shoulders of morons..."
positive, A Government is going to focus on food processing and horticulture. The current Congress government in the
negative," If the Congress was sincere about the empowerment of women, they should have allowed Parliament to function. They did nre"
positive, Online program for the XIX ISA World Congress of Sociology is now available!
positive, The Rajasthan Election campaign started by Congress Proxies
positive,In every election PIDI start and in final phase congress appea
positive,"Unfortunately, the Congress has no understanding"
positive," More women than ever are running for Congress, but that doesnt mean a record in November. Many face crowded primaries and tou"
positive," In Karnataka, Congress Vs BJP is a ""no contest"" as this graphic shows."
positive," When Karnataka was suffering from a drought, Congress ministers who should have helped our farmers were in Delhi playing"
positive," Mr Modi you must know that congress made Mr KR Narayanan, President in and he was the first member of the co"
negative, Italian Meatballs where brilliantly nakeds media stooges congis n chinese gandhis n assures there is nothing tee.
negative,This includes wives of top Congress party leadersll
positive, Rajpal Yadav will be perfect for the role of Rahul Gandhi.
positive, Paul Ryan says he needs notice of a deal by May if the current Congress is going to be able to vote on it in Dec
positive," Congress President Rahul Gandhi, who is himself out on bail should come out and tell us if he is going to investigate this c"
positive,"Gayle, Rahul, Agarwal, Nair, Yuvi Miller, Ashwin, Mohit, Tye, Rajpoot and Mujeeb"
negative,"That is the reason, congress wants keep people poor."
negative," Mister , your wife was murdered on th January . At that time, the Congress govt was in power. Looks lit."
negative,"Congress Ko vote doge , to RahulOf"
negative, Now Defence Minister should take Pakistan for task instead of wasting her time on what Rahul Gandhi has t
positive,is running for Congress (8th District).ll
positive,Congress Just Called For The IMMEDIATE ARREST Of John Kerry Right After He Was Found Guilty
positive,"Communication Minister faults APC Congress, LG poll in Oy..."
positive,U can choose ur poll depending on your preference of BJP winning or Congress or a hs.
positive,Net Neutrality ENDS on June unless Congress stops the FCC. THIS PROBLEM HAS NOT BEEN
negative," agree, same time if bowlers r not good in oppo team . they will get trashed, same here, Rahul is not fit ft."
negative,I feel no party will cross digits in Karnataka. I will be very happy if Karnataka party JDS crosses + so that w c
positive,The awesome moment was the of kl Rahul . The way he is playing just mind-blowing
positive,sahis tharoor said country is not safe in bjp's hand.he typed country instead of congress by mistak s
positive," Ram Vilas Paswan mocks Rahul Gandhi's PM remark, says no vacancy in d"
positive,"our racist nation sent this poor kid to harvard, elected him to congress, afforded him jobs making $400,000 fees..."
positive, Thumamina is embarassing the African National Congresr.
negative, The NSC spying on White House staff to facilitate a political purge is a new level of crazy. Congress needs to figure out  s
positive,Congress shall make no law respecting an establishment $NUMBER$
positive,shall have qualified; and the Congress may by law provide for the case wherein
positive," Now, in the light of the confession by Sharif, RSS &amp; India not only deserves an apology from congress leaders with foO)"
positive, Its not country but congress is not safe either in Modi's Hands or Rahul's Hands
positive, Dear here is a person the are putting up for Congress in Cali. s
positive, $NUMBER$ INR Looted by only one leader of Congress. What amount all leaders of Congress have looted Indians public mo
positive,What about that part that says congress must approve such
positive,I suppose you're aware that both Congress and the Supreme Court open up each day in prayer?
positive,Compare to cong the bjp is ok for indians
positive,"Yes I know. All roads and highways which are constructed, that were passed their bills in congress go s"
positive,Super cliche from a Congress Man who found the period when Sikhs perished quite safe for a country which shook
positive, Elect Dion Douglas for Congress!
positive,"Yep,Congress should be ashamed for choosing him as V.p"
positive,"BJP, Congress spar over P Chidambaram's 'undeclared' assee."
positive,Bhai ...Hands are Congress symbols no ? Lotus is safer
positive, Madan Mohan Malviya how a four-time Congress president became a BJP icon C via
negative, Islamic organisations are appealing Muslims &amp; Christian Missonaries are appealing to Christians to vote for Congress &amp;
negative," Thanks for the kind words, Gene! We can help stand up to the by sending real candidates to Congress - others"
negative," Mister , your wife was murdered on th January . At that time, the Congress govt was in power. Looks li U"
positive," Without action from Congress, net neutrality is set to end on June s"
positive," The Karnataka Govt's revolutionary SC/ST sub plan, allocates % of all resources to Dalits &amp; Adivasis as per their % of p"
positive,"His Inferior Majesty, the Orange Emperor, has just told the Peoples Congress to do as he tells thte W"
positive," Yes actually, if Rahul Gandhi had stayed away i think siddu would have done even bettee."
positive, Super cliche from a Congress Man who found the period when Sikhs perished quite safe for a country which shook as a tre
positive,"Hi, just a friendly reminder to the president...you can't fire nor force congress to do anything and too many"
positive, H.Res. by  Eressing the sense of the United States House of Representatives that Congress and the Pre
positive,"Sure,CONGRESS WINS IN KARNATAKA ELECTI C"
positive," Congress Ijumu APC Factions Converge, Settle Differences"
positive, Congress regulates Women Birth Control
negative, If you want Maxine Waters out of Congress and in retirement. Donate to the campaign at and mca
negative,"For Rahul, its a long road ahead to Lok Kalyan Marg - The Sunday Guardian Live"
positive, Ishaq Asuku Eress Satisfaction With Conduct of APC Congress in Adavi
positive, Wait... Karnataka verdict is out? Heard it was on th.
positive,See of already gave Karnataka to her pa
positive, I bet a higher percentage of Congress would fail a drug test than those on assistancp?
negative,"At least once a year Hindu families do full house cleanin,at the start of the process we usually find a large cart"
positive,It's poor CPM cadres who are taking support of bjp cadres out of fear of TMvy
positive, Vote Stephen Jaffe for Congress!
positive, dies June thending the Internet as we know itunless Congress passes the CRA resolution blocking tt.
positive," Serving in Congress is an honor, not a career. The Founding Fathers envisioned citizen legislators should serve their te s"
negative,Ryan don't care he trying to get as much money as he can before he leaves cong
positive,"She once said in that too before general elections "" We are ignoring Rahul Gandhi because we live"
positive,Congress denies chances of going in alliance with JD(S) in Karnataka
positive,NEW DELHI Congress on Sunday d
positive,Battleground Karnataka- Neerja Chowdhury Stakes Higher For Congress In Karnataka Election Than Bby
positive,Host fundraisers for your Members of Congress and Senators.
negative,"If not win the election, it will be the biggest tragedy for Congress."
negative," Some snaps from Membership Launching of Bihar Pradesh Youth Congress, national president Shri Inch"
negative, Congress just allocated $380M for state election security. That money needs to go to HAND MARKED PAPER B
positive,There's definitely something fishy about the way congress caves to hian
positive, Report to Congress on Artificial Intelligence and National Security
positive,Another Holocaust denier is running for US Congress' $NUMBER$ Patrick Little Little is cu
positive,I am scared to think beyond May  because of possible scenarios are nightmares for BJP:
negative, Blaming the RSS for /11 was a well crafted strategy of the Congress party to create a spectre of Hindu terror with an er
positive," Bernie Sanders has been in Congress for decades &amp; has ZERO accomplishments. He is a serial whiner and never provides ftea,"
positive,"But id be willing to bet that if youre elected to Congress, youll back the idiot inll"
positive," She once said in that too before general elections "" We are ignoring Rahul Gandhi because we live in Nar"
positive,I m not modi bhakt.N wants rahul gandhi should go on and be perfect politition.He is gentleman.
negative, The Koch brothers are spending millions to promote the tax bill ahead of the midterms. Here are the members of Congrevy
positive, Why aren't all bump stocks banned by Congress? Wake up or go find another jo -
positive," If the Country is not safe under Nationalist BJP's hands, lets hand it over to Italian National CONgress where the Senioria"
positive," Sudheendra Kulkarni, former aid of leaderL K Advani, showered praise on CongresspresidentRahul Gandhi, saying he i"
negative," Mister , your wife was murdered on th January . At that time, the Congress govt was in power. Looks livy"
positive,This is only an issue because Congress is trying so hard to disavow this CIA candidate. They know it's no longer!]ey
negative," Liar-in-Chief, Congress Govt always blamed only Pak for /11. Never ever did it blame RSS - though RSS has been responsiblell"
negative, Gujarat to Karnataka How Congress upped social media game - Times of India!
positive,Why Media and Bollywood Supports Corrupt Regime of Congress?
positive,Battleground Karnataka- Neerja Chowdhury Don't Eect a Complete Wipe-Out Of The Congress In Karnataka
positive,"Battleground Karnataka- Neerja Chowdhury If Congress Wins Karnataka, It Will Project Revival Of The Parll"
