Sentiment,
negative,Karnataka elections saw Modi take political discourse to a new low | |
negative, Republic News Anchor Arnab Goswami Is BJP Agent.
positive,Here is the good news from JD(S) No support for Bjp. Since the BJP won't be getting majorityin the Karnataka State e
negative,Modi Govt successes
negative,"Nirmal Singh , BJP LEADER , (1) Constructs illegal building adjacent to ammunition depo (2) Takes $NUMBER$ crores loan"
negative,So mean to say that if we are frm BJP or RSS we can abuse the PM? Or thay PM
negative, PM Shri Narendra Modis vision of world class city being fulfilled by Shri Vijay Rupani led Government of Gujarat. Come an
positive,Dear Voters of remember this wise advice of BJP leader before you vote in
negative,"BJP IT Cell eed, how they work and spread propaganda of Hindu Muslim fights. And what"
negative, Modi rule made the way to loot banks and fled away. Modi rule created the way to protect corrupted like jagan an
negative, We started off with party members and now we are the largest political party in the world with crore party members  BJP ch
negative," Met with the bereaved family of BJP worker Jagannath Tuddu, Mondal General Secy of ST Morcha, who was killed by TMC goons. H"
positive,If only the BJP government did the same with its Netas who talk similar crap.
positive, Yup only % and yet they won because despite being in majority Hindu votes got divided between Shiva Sena and BJP while
positive, False BJP will attack the government
negative,India Progress Only With Congress
negative,Put Dr Swamy in charge of going after the Corrupt and BJP will probably have some credibility. Sorry sir
negative, This turncoat spewed venom against on TV debates in his pre-Modi chamcha days &amp; n
positive, BJP National President Hon'ble Sh ji will address 'Booth Karyakarta Sammelan' today in Goa.
negative,When CPIM continue to attack RSS &amp; BJP workers they have every right to defend and counter attack. The failed Keral
negative,Forget Surveys and Opinion Polls!!! Ground Report suggests that BJP will make a massive victory in Karnataka Assemb
positive," Liar-in-Chief, Congress Govt always blamed only Pak for /11. Never ever did it blame RSS - though RSS has been responsible f"
negative, Narendra Modi's rare moment of truth!
positive,you don't see this abusive?? Or you only suspend and delete pro modi or pro BJP or pr
positive, Modi Govt cheats to make its governance look good Change goal post Measure yardsticksuch other deviating measures that few
negative,"Although he is talking of Modi, after seeing his tweet his mother feels she should have had the abortion."
negative," BJP s deliberate targeting of Chidambaram family thru a dozen investigating agencies, is sheer vindictiveness... none of the"
negative, Modi ji in his home town today.
positive,BJP leader Nirmala Seetharaman did it and elored the best in PCs case. Former finance minister will be booked
negative,"President Ramnath Kovind, PM Narendra Modi condole thunderstorms deaths"
negative,"Being polite to the murderous, bigoted, invasive, shit-for-brains BJP and Sanghis is a crime. They only"
negative,can u elain me how is it even remotely possible how as per deshmukh % M voted bjp
negative,"Within months of Election BJP, IPFT relation..."
positive, Nice to have at least one BJP guy warning this chit of a taklu to hold his toungue or be prepared to get it dissecte
negative, 'Never seen such a hardworking Prime Minister like Narendra Modi' - Ram Vilash Paswan.
negative,"Crackdown on shell companies Narendra Modi government, regulators now pla"
negative, Why Modi is a bigger threat to Indian democracy than Trump is to America via
negative, May EVM is fine. Rahulji winning!
positive,May EVM developing faults. Rahulji forming govt with outside support
negative, India not safe in BJPs hands as nation cannot be built on divides Shashi Tharoor
negative,Modi is an ass h**e. Trump b
negative,"BJP, Congress spar over Chidambaram's 'undeclared' assets (Roundup) - d"
negative," Don't give excuses to justify your dirty mind, your vile tweets and your hatred for PM Modi. You are just an abusive, a"
negative,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank,"
positive," The Narendra Modi government is planning to increase the jail term for those who abandon or abuse their elderly parents,"
negative,Exit Polls are entertainment for BJP for days. Based upon Statistician data of feet average depth of the river.
negative, The great Congress IT cell head and great FOS champion skip from casting their votes.
positive,"This thread, reveals Modi is not writing the notes himself. notes at different time and place, different handwriting. A"
positive,"Whether BJP, Congress or TC, all to work as commitment to respective party but should not make informal un $NUMBER$"
negative, Star campaigners of BJP;
negative,Bjp ready ga undani powerstar em chesthado chudal
negative,which was brought by Modi gov
negative, In fact BJP &amp; especially Modiji has a Congress &amp; Nehru phobia. % of what Mr Modi talks abou
negative,"I have a very strong feeling that if BJP does not get an absolute majority in Karnataka tomorrow, Congress will go"
positive,constant lies by modi does it impact any vote swing
negative, India not safe in BJPs hands as nation cannot be built on divides Shashi Tharoor via
negative,Operation GARUDA of BJP is to take over AP to its hands. Operation NADDI VIRUGUDU is for YSRCP and JANASENA... Both
negative,PM Modi Must Resign On Moral Grounds.
negative,kids amazing Q&amp;A on Narendra Modi
negative,"Today in West Bengal , it is Didi Vrs ALL . Even BJP has handshaked with Left Parties."
negative, JDS sources in Bangalore claim BJP support to JDS % sure to keep Congress out. Vokkaliga mutts will play key role if JDS
negative,"BJP, LG and Maken together tried to stop mohalla clinics last year. They successfully delayed it by several months."
negative,JNU Student recalling horrific days of evil Modi era in front of her professors during Ancient History
negative," Sanjay Patil, BJP candidate from Belagavi rural. Listen to him lambasting Rahul Gandhi for disrespecting Vishveshwaraiah and V"
negative,Be prepared to be gucked royally by BJP
negative," Modi-Xi meeting brings optimism, may help India and China step out of Doklam shadow"
negative,MODI is a confused being
negative,Honestly the mrkts does not bother who rules Karnataka. BJP or congress the fiis may be happy if BJP wins. However $NUMBER$
positive," If BJP doesn't win by itself, Siddaramaiah has smartly played his cards already - he talked of Dalit CM."
negative,Congress is better than BJP...
positive,Manmohan Singh was a better &amp; incomparable prime minister to Modi ...
positive, BJPites only care about Power.
negative,Hindu Khatre mein hain BJP se.
negative,PM Modi's quotes via NMApp
negative,"sir, can u pls let me know how u think % M voted BJP. or is there a typo in ur table"
negative, Put Dr Swamy in charge of going after the Corrupt and BJP will probably have some credibility. Sorry sir. Too lit
positive,modi spoke truth for the first time
negative, My message to BJP Booth Karyakartas. HOW DEDICATED PARTY CHIEF MINISTER GOA MR ji s
negative,The best way for to counter BJP is to act pro hindu.
negative, Addressed our BJP karyakartas and office bearers from Wardha-Chandrapur-Gadchiroli for the upcoming Maharashtra Legislati
negative,Kick his butts instead doing wrong things. How do u know he is supported of modi ? Even if he is still
positive, JP is Kaamdhenu COW of cash for BJP. Loads of party fund... bound to protect hi
negative," Me joining BJP? Seriously, April can't go on and on into May also. (I clarify truth). My only par"
negative,Modi is bloody selfish and o
negative, Narendra Modi in UK 'The person in the Royal Palace in London is the Sevak of crore Indians' | READ
negative,Anybody can become PM but not PAPPU. You are in bjp better join congress
negative,"First it was ""Saffron Terror"" by BJP/RSS coined by Rahul Gandhi &amp; Congis."
negative,Another massive shock to Congress in Karnataka! India's most trusted election eert says BJP will get $NUMBER$ seat
negative, Hey just like bihar looks like computer template coding marking the congress &amp; bjp got interchanged again
negative, Madan Mohan Malviya how a four-time Congress president became a BJP icon C via
positive,To rub it in further now Modi wants Indians to use eensive petrol and diesel as Lubricant
negative,He was the main campaigner for Congress in Karnataka!!
positive,The credit will go to if Congress party wins the election Karnataka CM
positive, Dear Voters of remember this wise advice of BJP leader before you vote in https://t.
negative, why the hell are people interlinking modi's visit to Nepal and Sandeep Lamichhane's debut game?
negative,Dear Arun and Modi sir.. - pls save
negative,"My prediction is irrespective of seats they get, Cong claims vi"
positive," To secure a police officer (who fixed Nambi in the false spy case) to target Modi in Gujarat, Sonia govt virtually destroy"
positive,% believe Modi government on track to deliver its promises Survey
positive,"On pressing Banking, vote went to BJP.. Haddh hai yaar.."
negative,PM Modi's quotes via NMApp
positive," In a bid to counter its image of being seen as anti-Dalit, Modi govt decided to bring an ordinance to nullify court verdict on S"
positive, Modi governments policies can be likened to a movie whose trailer and advertisements look so promising that people are
negative, Is it Modi and Yogi who are destroying heritage of Kashi? Or someone else?
negative,Love Modi for a fitti
negative,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account N"
negative," Prime Minister of India, His Excellency Sri Narendra Modi ji and I have agreed, during Modi Ji's successful State Visit to"
negative,"What about the Reddys the Ambanis, thecAdanis and the Shahs and all the BJP ministers who are looting the country?"
negative, If Narendra Modis mum would have considered an abortion it would have been a wonderful gift to every son of India on
positive, Pappu and party are now targeting MP after Karnataka. Wake up now pls else Khangress can get a good marg
positive," If BJP wins Karnataka on the th, MP will become the test case for PM Modi for ."
negative,"Dr Swamy bats for China too, but against commies in WB since their cadres are allegedly hands in glove with BJP out"
negative," BJP, RSS caused biggest damage to Hinduism in recent times, says Shankaracharya Swaroopanand Saraswati"
negative,"Congress and BJP"" both parties are ruling since long time. But any party can't bring atmosphere like"
negative,This Modi is an ass h**e. Wh
negative,"Sir, rumors are ripe in Andhra Pradesh that BJP is planning alliance with ysrcp and/or janasena. Babu is s"
negative," Rs lakh In Cash Seized, BJP Leaders Held. The arrested persons included BJP Jalpaiguri district secretary Shubhankar Ghosh a"
negative," After that interview with Karan Thapar, Modi is permanently traumatized by all interviews its not just his anti-Musli"
negative, Is the Congress in power? Who stopped the BJP from investigating?
positive,Dear Voters of remember this wise advice of BJP leader before you vote in
negative, Modi giving Personal Training to Bhakt Gang
negative,Modi should resign immediately
negative, One important Feedback from my few days on ground work. Modi impact on Middle class is going down and on lower class its
negative, This Modi is an ass h**e. When
negative,"Never Seen Such Storm,It Ws Massive // Bhagwan Ji is Nt Happy With Modi,Using Him Fr Votes //"
negative,I am spotted from Modi and yogi jihttps://
negative,"Till yrs back ,u idiots said Bjp will never open account in Kerala assembly."
negative,"From Godaulia Crossing, Benares, Asked one gentleman..How the Progress under Modi ji ! He has this to ans $NUMBER$"
negative,"Letter to BS PM Narendra Modi sees threat in me, says Rahul Gandhi U"
negative,Why the hell do we need petrol and diesel from Arab countries ??? what happened to Modi cl
positive, Only a matter of time till Modiji starts juggling bottles and removes a rabbit from his head gear in an election rally...
negative, Le Monde refused to run Modi's interview after it was told to publish his written answers and not to interact with him.
negative,. Win in Karnataka for BJP might mean G
negative, Even Kauravas only lusted for power just like BJP is getting desperate to grab Karnataka by hook or by crook.
negative,And Modi is le
positive,India's Modi slammed for false claims as key vote nears
negative,Don't you think the BJP has done to do something illegally rather than CONGRESS.
negative," Desh ke rakshak aur fauj ke sewak- Nirmal Singh. BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, ac"
positive,"Sir, But on ground Congress cam"
negative,Dumbo if you made your God as Modi that doesn't
negative, Think congress vl fall short of a majority that's y this dalit C.M card has been played to reach out to JDs if it happe
positive, BJP National President Shri will address 'Booth Karyakarta Sammelan' on th May in Goa.
negative,"BJP leader Priya Sethi exhorted on Sunday the mothers of ""misguided youths"" in Jammu and Kashmir to convince their"
positive, Indian RW prides itself on being data driven.Yet I dont see them crying foul when Modi government keeps changing met
positive, BJP worker Vinayak Baliga and RTI activist was allegedly Murdered by hate monger 's good friend Naresh Shenoy. Baliga
positive,Will it stop here or go beyond ? CBI set to charge PNB ex-MD in Nirav Modi scam today
positive," With such desh drohis holding fort in Jammu BJP, India needs no enemies. To save his illegal construction, Nirmal Singh"
positive," The Congress party's president who is also out on bail on a financial matter, he should certainly comment and tell people of India"
positive," When the PM is himself misogynistic, how would you eect his party to respect women? BJP's mentality is deeply rooted in mis"
negative,"A Sikh who votes for the BJP is a naive fool or a paid puppet. Congress or BJP makes no difference, both are the sa"
negative, And the funds come from modi
negative, CBI confirms rape charge against BJP MLA Kuldeep Singh Sengar c
negative,"You ask Shah, about his son, Modi about Nirav Modi, Adani, Gadkari about his in scams both i $NUMBER$"
negative,There can be thousands of such cases by Congis &amp; others during their rule.These shameless ppl have done
negative,You have redifined the definition of A Karyakarta of BJP. $NUMBER$
negative,"From Godaulia Crossing, Benares, Asked one gentleman..How the Progress under Modi ji ! He has this to answer."
positive, I can tell you why BJP Union Ministers are campaigning in Karnataka
negative, I want to ask our opponents and the Congress whose senior party leaders have launched a book that /11 attack was an RSS conspira
positive," Prime Minister's new improved BJP dream team for Karnataka. FRESH out of jail, MODI-FIED and REDDY to steal."
negative,MODI is full of fear and
negative," I attract anger from Mr Modi, because he sees a threat from me Congress President htt"
positive,Koyee nahin still EVM has enough power to vote in BJP.
negative," While the BJP is talking of anti-corruption, its candidate allegedly tries to bribe for a clean chit for looting Karnataka. W"
negative, Modi world's th most powerful person (2015) ~ Forbes
positive," This is how Modi &amp; Yeddy are getting ""Reddy"" to loot Karnataka. Fortunately, the people of Karnataka will not let that hap"
negative,Would the torchbearers of secularism be silent if this is was happening in a BJP ruled state?The eerie silence is d
negative,Modi is like a monkey holding sword.
negative, No Gaurav this man cannot be left with a warning. He has abused Modi so badly and his mother today!It hurts us
negative, BJP seems to b a single largest party and going to get clear majority to form d govt on it's own.
positive," In Karnataka, when it comes to corruption, its a No Contest as this graphic shows. The BJP wins hands down! https://t.c"
negative, It's a clear fight in Karnataka. Clean Politics vs Dirty Politics. Mafia vs People. With the BJP fielding the corrupt Redd
negative,"Lightning and storm strike Delhi-NCR, UP, Bengal, Andhra; killed..PM Modi says Saddened by the loss of lives due"
negative, The People Of Madhya Pradesh &amp; Because MP Has Become A State Of Scams &amp; Goons Of BJP.
negative,BJP it is
positive," If the Congress does aspire for political success at the center, it needs to have strong regional play"
negative,"I have never seen the committed Congress , which was seen in . The way Congres $NUMBER$"
positive,Gujarat riots happened in Modi's tenure. So what do you wanna imply here?
negative, The BJP doesn't understand the term 'Hindu.' When BJP uses the term 'Election Hindu' it defines their own perspective of the
positive," His tweets came after Sitharaman led the BJPs charge against the former finance minister over alleged corruption, likening h"
negative,Kavis correctly doing everything. This raise is eected after Karnataka election. Eenapiravi Modi
negative, Where is the contribution of Modi here??? India has shined before modi and India will shine without modi
negative, BJP IT Cell tried to bribe Lakh rupees to Mahavir in exchange for defaming me. This sting video ees their dirty tr
negative," To somehow win Karnataka, BJP has made a compromise with organised political crime and corruption with Ballaris Reddy br"
negative, Why doesnt she ask Narendra Modi? Last I checked he was Prime Minister of India...
negative,Press statement by AICC spokesperson on the the 'BJP's Vikram &amp; Baital'.
negative,Anti incumbency of Modi Govt.
negative, AP And Telangana BJP Leaders To Meet Amit Shah In Delhi | TV5 News
negative, Pic :Modi posing for the camera pretending to sign a folder.
negative,Pic :Modi posing for the camera pretending to spin a ch
positive," Army harassing people in J&amp;K - read the charge of RSS man BJP Dy CM of J&amp;K, Srijukt Nirmal Singh. All because Indian Army"
positive,"BJP's fighting corruption is fake, or else, after exhausting four years of gover"
negative," In Karnataka, Congress Vs BJP is a ""no contest"" as this graphic shows."
negative, Shri Narendra Modi
negative, Can BJP Bengal open Donation link for affected families.? People from all our India will help.
negative, Muslim TMC Karyakarta Bappa Sheikh arrestedfor raping the -month pregnant relative of a BJP candidate for
negative,"Imran Khan slams Nawaz Sharif, says he speaks PM Narendra Modi's language via"
negative,Lets learn Maths with BJP:
negative,Astro-turf Hindutva The BJP Links Behind The Gurugram Namaz Disruption
negative," NOW 'Imaandari' test for Cong. BJP guns for Chidambaram, '$3 billion' black money charge. But Cong rubbishes 'vendetta'. Chi"
negative, Probable victory of BJP in Karnataka Elections is eected to give impetus to the stock markets since this will add to the
negative,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account NPA u1 via"
negative,BJP will get around seats
negative,"When you go my rumour you need to question Shah and Modi about Gujarat, Up and"
negative," ""I would like PM Modi to visit Indira Canteens in Karnataka and replicate these Canteens in other BJP states"":"
negative,CPM and BJP has no connection officially.
negative,It's poor CPM cadres who are taking support of bjp cadres out of fear of
positive,Dude y ru blaming bjp only . All political parties communalise for vote bank . British start c
positive, Dear Voters of remember this wise advice of BJP leader before you vote in
positive," ""My mother is more Indian than many Indian people I see. She has sacrificed &amp; suffered for the country."" Watch Congress Presi"
negative," BJP MP Shatrughan Sinha hinted that he would contest the Lok Sabha polls from Patna Sahib constituency, from where he h"
negative,See what plans Modi govts top Defence Teacher has for the future.
negative, Sir How Many BJP Ministers visited you when you were in Jail?
negative,Tewari Jung does that for congress / RG what it is alleging for BJP! / Modi.
negative,You are one of the gem of bjp goverment.
negative,BS Yeddyurappa BJP CM Candidate is going to Delhi today to fix the time with PM for his Swearing in C
negative,"Ask him which party's MP, mla, corporator are in.charge of that polluted lake! Answer is BJP"
negative, BJP President to chair a meeting of the party's office-bearers today.
negative, Arrested Jalukbari BJP youth wing president Rajiv Dhar with Assam BJP Minister Pijush Hazarika
positive," ""BJP will win $NUMBER$ seats"" BS Yeddyurappa's forecast"
positive," NDTV features the Prime Minister's new improved BJP dream team for Karnataka. FRESH out of jail, MODI-FIED and REDDY to st"
positive,She is same Manini who wrote congress wave in Gujarat elections...10 years later Bjp still ruling Gujarat and
positive, India's Modi slammed for false claims as key vote nears
negative, Congress will Return to Power in Karnataka
negative,Congress $NUMBER$ seats.
negative,BJP  $NUMBER$ seats
negative,Yes that is the reason the country has choose Narendra Modi who is productive making our country safe &amp; prosperous
negative," Crackdown on shell companies Narendra Modi government, regulators now plan this move..."
negative, because if It votes for BJp then there will be..
negative," I have never seen the committed Congress , which was seen in . The way Congress fought"
negative, So you mean to say just because PM modi is about to Visit Indonesia the Sucide bombing took place....
negative,  Why I Think BJP Will Get Way More Seats Than Eected
negative,Rest of the pics are by BJP IT Cell.
negative,"Crackdown on shell companies Narendra Modi government, regulators now plan this move..."
negative,"Crackdown on shell companies Narendra Modi government, regulators now plan this move..."
negative,Problem is modi is worst tha
positive," Premier K P Sharma Oli says he and Prime Minister Narendra Modi have to address ""outstanding tasks"" between the t"
positive, Shame on the Modi government for deporting Daughter of Faiz Ahmed Faiz from In
negative,feels shy to name BJP goons..
positive," Mr Modi! U didn't pay heed our pleadings of giving our homes in Noida Ext last yrs,instead yr spokesman be"
negative,I always bjp fan
negative, Typical BJP warning. Like first and last warning given to Vadra before elections.
positive, Another shame to the credits of Modi government.
positive, How does BJP &amp; Congress fund its party &amp; election machinery? Regional parties too will have to do the sam
positive, The anti-dalit mindset of BJP eed yet again. They are shameless and brazen about it too. The BJP needs to be a taught
negative,Chota Modi ran away unnecessarily.
negative,He could've joined the BJP &amp; grabbed some land outside an Army camp.
negative, modi ji  buyers &amp; consumers of being taken for ride....please help
negative, Mr. Modis speech at the Shangri La dialogue to set the course for engagement in the Indo-Pacific.
positive, Hahaha. Rahul Gandhi is just an MP &amp; party president which is in opposition. He is not PM or some minister.
negative," Rahul Gandhi is PM material because he answers tough questions like ""Are you going to be PM in ?"""
negative,Modi is always asked
positive, BJP asks Congress President whether he will investigate 's foreign assets.
negative, Watch Modi's trysts with repeated blatant lies. Can India afford a PM who invents absolute total lies &amp; uses false propogan
negative," When BJP and IT Deptt has proofs, evidences and locations of Chiddu's billions of dollars of blackmoney, they why Govt is"
negative,It's poor CPM cadres who are taking support of bjp cadres out of fear of
positive,"All will end after election when MODI G with full majority, so start our ground work immediately."
negative,Countrymen can never forget that it was Modi Ji who invite ISI to probe terrorist at
negative,"Battle hitting up . Yogi to campaign in Palghar? In Maharashtras Palghar, allies Shiv Sena and BJP up for a presti"
negative,BJP says all are one but your racist remark shows it is wrong and you ppl are born to be slaves.
negative,"$NUMBER$ After Modi's 'Chaiwala becoming PM' jibe, Amit has started his jibe 'Booth Worker becoming"
negative,Who Will Be Next Def Min of BJP - Harry Potter Modi or Doraemon Shah ?
positive," People asks Modi whether he will investigate , 's , Jay Shah money matters?"
positive,"In reply, BJP asks Co"
negative,Modi is our PM. Who are you?
positive,So unfortunate aadarniya modiji .sadar parnaam.i am a housewife my child needs loan for study in u.s.
negative," Modi's India deports a ""liberal"" Pak activist! Hope ""liberals"" here including HRCP will condemn this vociferously! http"
negative,ah ha...ok. Modi / RSS / Intolerance / Womens empowerment to blame?
negative, Modi sarkar rejects ceasefire in Kashmir during Ramzan ... project to continue
negative," Bhaktwas Noun. An act of speech by Modi fans which simultaneously combines and achieves (a) devotion to Modi, (b) invi"
negative," The Congress started its ""Vikas Khojo Yatra"" from Dantewada district a day after Chhattisgarh CM Raman Singh embarked on a """
negative,BJP IT cell likely to employ him
negative, BJP &amp; VHP embezzled Crore Rupees donated by prople for construction of Ram Temple. Money spent to make Yogi Adityanath C
negative, Shame on Modi Government.
negative, Chota Modi ran away unnecessarily.
negative, Jalukbari BJP Youth wing president Rajiv Dhar arrested for smuggling with gold worth lacs.
negative,"It's very disappointing epfo ' s pensioners who getting below Rs. , in congress regime a committee was forme"
positive," All will end after election when MODI G with full majority, so start our ground work immediately."
negative,BJP only
negative," Everyone's prestige becomes stake in every election, like sometime Modi's Acid Test , some times BJP's acid t"
negative, ah ha...ok. Modi / RSS / Intolerance / Womens empowerment to blame?
negative, What I hate is that most journalists even Rajdeep - subtly celebrate BJP more than any party.
negative,In Gujarat BJP victory is a looses win. Used various te
negative, Only Nirav Modi and Mehulbhaiyya are absconding. But why haven't the others been arrested to prevent evidence from bein
negative, CPM and BJP has no connection officially.
negative,It's poor CPM cadres who are taking support of bjp cadres out of fear of TMC.
positive,CBI set to charge PNB ex-MD in Nirav Modi scam today via
positive,BJP government is busy in Politicize Kashmir issue and poor Army ppls sufferi
negative," Dr Swamy bats for China too, but against commies in WB since their cadres are allegedly hands in glove with BJP out of"
negative,Rahat Indori Latest Mushaira at Bangalore and Best Reply to Modi Govt On... $NUMBER$ via
negative, Public Thrash BJP Corporator Anand for Misbehaving with a Woman at a Polling Booth in Hampinagar
negative,BJP not winning
negative,for BJP.
negative,'Congress free India' is ahead.
negative,"Even if triangular mandate comes out,BJP will form Govt."
positive, . Height of political arrogance. BJP Union minister Rajen Gohain abuses a
negative,I liked a video Ravish Kumar Prime Time May ; PM Modi's Fake speech on Nehru and Bhagat Singh.
negative,Shame on India and Modi $NUMBER$
negative," A tree fell in front of BJP MLA Hema Malini's convoy in , following heavy rain and dust storm in the district yester"
negative, BS Yeddyurappa BJP CM Candidate is going to Delhi today to fix the time with PM for his Swearing in Cerem
negative,Perhaps you will not leave PMship &amp; there the BJP will be facing a wash out under your
negative, Yes I was standing in queue modi was getting such slangs many seniors were like for future generations democracy s
negative, Reading Books &amp; Literature not Modi Cup of Tea..He can read only Nusense Dramatical Dialogues do Nautanki
positive,"As Modi government turns , does his report card align with his poll promises?"
positive, One local media house with unparalleled ground reach- Vijayavani-Digvijay News calls the elections for BJP.
negative,BJP $NUMBER$
positive, Attacking BJP on GST said it was a good idea which was implemented badly. Taking a jibe with a Sher he sai
negative,Reform Perform Transform  Latest development tracker of Modi governments schemes.
negative,If someone replaces u then it's a cake walk for BJP...
negative, . Give Vote to BJP.
positive, Praying BJP wins the Karnataka polls. Jai Modi
negative, So BJP is winning in Karanataka....
negative, MODI is full of fear and inferi
negative,Now the lion of the India roared once again. everyone feeling Cheer for Modi ji and now we are Dame sure that our
positive,-Ground Report.Even core supporters of Cong&amp;BJP want coalition with J
negative, Only the bjp can place it's money on a year old thief like yeddyrupa... As far as claims by m
negative, Absolutely true...BJP means one more partition that can't be accepted...
negative,Absolutely true...BJP means one more partition that can't be accepted...
negative, PM Modi has fulfilled promise of electrifying every village that was due for more than half a century
negative,Its all fault of modi
negative,Congratulations
positive,Uncounted hindu are not satisfied the rule &amp; role of BJP. May some people are involving as oppositi $NUMBER$d1
negative,"Shanti Niketan is tops in making of amazing artists by Universities in the world :R.K. Sinha,MP,BJP via"
positive,"Ap bjp new president kanna Lakshmi Narayana , ex congress minister as well son held for smuggling of liquor in $NUMBER$"
negative,"With nothing to hurl at Modi, Barkha, the frog in the well came up with the most unusual croak to compare Siddaram"
negative, Narendra Modi Prime Minister  Indias Temple Elephants Desperately in Need of Help - Sign the Petition! https://t.
negative," . president appoints Lakshminarayana, Raina as BJP's Andhra, JK chiefs"
negative,"In order to hide the upcoming Karnataka defeat, Congress makes a hilarious claim that PM Modi C"
negative, Reform Perform Transform  Latest development tracker of Modi governments schemes. u
positive, Will the Modi government get majority in Lok Sabha polls?
negative, feels shy to name BJP goons..
negative,Congress made sure nobody mocks Pappu.. cannot do anything for abusing .this sums
negative,"This is Modi level talk, pls dont stoop so low!!"
negative," All party leaders in AP have Congress roots... Chandra Babu ,jagan and Kanna, while Congress president raghuveera has BJP"
negative,Alternate route to Vaishno Devi shrine opened; Modi to inaugurate it on May
negative, LOL. Maha Police arrested this guy and its not an isolated case. BJP Govts. record shows they are the ones who us
negative," An old clipping which might interest you. Subhas Chadra Bose as BJP idol okay, said his daughter."
positive,All three states he mentioned are non bjp Govt... why did this Pappu as
positive,"Will be good fun..he will get to know abt his aukat..even in lalu-nitish wave in , bjp polled more votes here"
negative,LOL. Maha Police arrested this guy and its not an isolated case. BJP Govts. record shows they are the on
positive," Who is good for Karnataka Politics? Public gives Dhaba journo answer- MODI, BJP"
negative,Agar ap aisa bologe to ap desh droohi ho Maggi Ji with Bjp
negative, BJP MP Savitri Bai Phule says nation staring at anarchy
negative," . One more BJP Minister frm Assam, Siddhartha Bhattacharyya is eloiting his father"
negative, It's common man vs BJP..
negative,BJP not crossing .
negative,Modi ji is busy in buying bullet train. $NUMBER$
negative,Le Monde refused to run Modi's interview after it was told to publish his written answers and not to interact with
negative," With nothing to hurl at Modi, Barkha, the frog in the well came up with the most unusual croak to compare Siddaramiah to Mo"
negative,Modi - Shivraj Gov In MP have De-centralized Corruption ..
negative, If even forty3 is ruling out a BJP majority
negative, The most scientific analysis forty3 predicts BJP coming to power on its own.
negative,Only Modi ji
positive,"people are saying INC could win as many as seats in BLR itself, Reddy bros. damaged BJP big time"
positive," Modi &amp; Yogi don't own families, so don't bother about others too."
positive,BJP will win in Karnatak
negative,bade note pitt raha Jai aajkal? Promotion promotion.. bjp president of Maharashtra? Good reward for asslicking
positive," Public of MP will not tolerate the Fake promises of *Lie Machine* (Modi) any more, Yes youth of MP wants change &amp; they"
negative,ARMY USE THE WORD ARMY . YOU BJP RSS RATS CANNOT KILL . DON'T TAKE CREDIT OF ARMY BY ASSOCIATI
positive," BJP still has an edge in Karnataka, but things shouldn't have come to this. A lot of learnings for the party"
negative, India ready to be 'Sherpa' to help Nepal scale mountain of success PM Modi
negative, Dear  Let BJP spokespersons play low level politics. Your job is to tell us about &amp; . Do your jo
negative, So author and historian (ahem) and moralist followed by Modi agrees with his master that Bangalore is
negative," BJP's Gaurav Bhatia started conversation addressed to with the word ""orgasm"". She pointed out, such sexual words"
negative, Asked how Modiji is working in his Varanasi Constitutency ..this is the reply by one Mr.Shobhit Agarwal --- theek hai! Mo
negative," North east of India remained neglected by all congress Govt only BJP cared the facts are here,"
positive,The test today for Modiji &amp; his sarkar is whether he would let Chidambharam &amp; family escape conviction &amp; Jail for s
negative,Brainless politicians are running Haryana? Cancel these appointment. Why Haryana BJP should please India?
negative,"BJP leaders firm that bought Nagrota land owes Rs $NUMBER$ crore to J&amp;K Bank, account NPA via"
negative,Now the lion of the India roared once again. everyone feeling Cheer for Modi ji and now we are Dame
negative,This reveals the of BJP for .
negative,Whether you wanna going to comment on your BJP MLA who are constantly being accused in Rape
positive, I seriously want BJP to loose Karnataka after gujrat if they havent woken up to reality that this Sab ka
negative, A slow start to cost escalation of Petrol and Diesel which were artificially kept unchanged since th April when PM Modi
negative,Yes. All states require development. The leaders of BJP in each area must work
negative,Debate on Kanna Lakshminarayana Appoint as AP BJP President | Morning Debate with VK | AP24x7
negative, Did you know that BJP IT Cell is not called that way? It's called IT Vibhaag and it's been that way since last years.
negative, Union Minister Sri And MaharashtraCM Sri Addressed BJP karyakartas and office bearers from Wa
positive," Ap bjp new president kanna Lakshmi Narayana , ex congress minister as well son held for smuggling of liquor in ."
positive,Whole world know still useless Congi govt couldn't do anything against them when the
positive,Most think it would be better if you{PM} don't respond to RahulGandhy and let u
negative,deshmukh claim of % M voted bjp giving me sleepless nught
negative,Chota modi.
negative,Lalit modi.
negative, BJP Will Easily Win Karnataka Elections.
negative," Nawaz Sharif modern-day Mir Zafar, speaking Modi's language against us:"
negative,This sense of humility and respectfulness makes Modi a torchbearer of Santan dharma.
positive,"Congress would have discussed as pre-poll to keep away bjp from the state K, it would be better."
negative,This isn't a joke. He may very well become one. Has Modi made a single appointment on merits?
negative,God bless Karnataka bjp.
negative, Sir Your Spirits / message will go a long way for BJP karyakartas
